Abundance,Reference,Sampling_effort,species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
7,Cameron et al. 2011,30,Bombus bifarius,97,139,38,7610,309,-50,359,130,193,198,3,509,61,23,26,166,83,103,123
0,Cameron et al. 2011,30,Bombus impatiens,97,139,38,7610,309,-50,359,130,193,198,3,509,61,23,26,166,83,103,123
0,Cameron et al. 2011,15,Bombus bifarius,-14,130,37,7415,183,-160,343,9,-99,88,-99,631,74,39,25,219,121,166,121
0,Cameron et al. 2011,15,Bombus impatiens,-14,130,37,7415,183,-160,343,9,-99,88,-99,631,74,39,25,219,121,166,121
4,Cameron et al. 2011,56,Bombus bifarius,44,140,39,7087,250,-104,354,-36,134,136,-45,613,86,20,38,239,77,95,223
0,Cameron et al. 2011,56,Bombus impatiens,44,140,39,7087,250,-104,354,-36,134,136,-45,613,86,20,38,239,77,95,223
0,Cameron et al. 2011,20,Bombus bifarius,82,176,47,6594,290,-80,370,8,167,167,-1,742,131,8,72,358,37,37,356
0,Cameron et al. 2011,20,Bombus impatiens,82,176,47,6594,290,-80,370,8,167,167,-1,742,131,8,72,358,37,37,356
8,Cameron et al. 2011,30,Bombus bifarius,11,144,36,8735,233,-166,399,50,118,124,-100,664,74,44,18,196,136,163,174
0,Cameron et al. 2011,30,Bombus impatiens,11,144,36,8735,233,-166,399,50,118,124,-100,664,74,44,18,196,136,163,174
30,Cameron et al. 2011,30,Bombus bifarius,38,140,36,8422,251,-131,382,72,-64,150,-64,340,36,20,15,100,67,90,67
0,Cameron et al. 2011,30,Bombus impatiens,38,140,36,8422,251,-131,382,72,-64,150,-64,340,36,20,15,100,67,90,67
3,Cameron et al. 2011,30,Bombus bifarius,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
0,Cameron et al. 2011,30,Bombus impatiens,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
39,Cameron et al. 2011,60,Bombus bifarius,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
0,Cameron et al. 2011,60,Bombus impatiens,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
9,Cameron et al. 2011,30,Bombus bifarius,-9,141,39,7708,185,-174,359,-33,4,92,-101,638,64,42,11,171,147,156,164
0,Cameron et al. 2011,30,Bombus impatiens,-9,141,39,7708,185,-174,359,-33,4,92,-101,638,64,42,11,171,147,156,164
25,Cameron et al. 2011,30,Bombus bifarius,45,96,37,5597,199,-58,257,-13,119,121,-19,1990,325,27,61,923,145,152,871
0,Cameron et al. 2011,30,Bombus impatiens,45,96,37,5597,199,-58,257,-13,119,121,-19,1990,325,27,61,923,145,152,871
16,Cameron et al. 2011,90,Bombus bifarius,43,157,40,7698,266,-122,388,-44,138,144,-55,682,92,21,37,252,86,103,246
0,Cameron et al. 2011,90,Bombus impatiens,43,157,40,7698,266,-122,388,-44,138,144,-55,682,92,21,37,252,86,103,246
5,Cameron et al. 2011,30,Bombus bifarius,-16,149,39,7889,178,-200,378,82,14,86,-113,662,68,37,16,181,137,165,175
0,Cameron et al. 2011,30,Bombus impatiens,-16,149,39,7889,178,-200,378,82,14,86,-113,662,68,37,16,181,137,165,175
0,Cameron et al. 2011,35,Bombus bifarius,57,145,45,6032,245,-75,320,-7,137,137,-12,812,124,10,61,363,55,55,343
0,Cameron et al. 2011,35,Bombus impatiens,57,145,45,6032,245,-75,320,-7,137,137,-12,812,124,10,61,363,55,55,343
13,Cameron et al. 2011,45,Bombus bifarius,17,166,41,8027,229,-171,400,115,-27,121,-84,448,49,28,17,136,95,133,99
0,Cameron et al. 2011,45,Bombus impatiens,17,166,41,8027,229,-171,400,115,-27,121,-84,448,49,28,17,136,95,133,99
0,Cameron et al. 2011,15,Bombus bifarius,76,155,46,6161,271,-62,333,8,156,157,3,864,140,9,65,399,48,49,388
0,Cameron et al. 2011,15,Bombus impatiens,76,155,46,6161,271,-62,333,8,156,157,3,864,140,9,65,399,48,49,388
0,Cameron et al. 2011,34,Bombus bifarius,64,179,50,6287,248,-105,353,141,90,147,-14,595,108,16,58,279,59,236,127
0,Cameron et al. 2011,34,Bombus impatiens,64,179,50,6287,248,-105,353,141,90,147,-14,595,108,16,58,279,59,236,127
3,Cameron et al. 2011,40,Bombus bifarius,54,136,39,6976,258,-88,346,-26,143,145,-33,608,71,22,29,209,86,102,193
0,Cameron et al. 2011,40,Bombus impatiens,54,136,39,6976,258,-88,346,-26,143,145,-33,608,71,22,29,209,86,102,193
22,Cameron et al. 2011,30,Bombus bifarius,52,136,39,6964,255,-90,345,-28,141,143,-35,621,74,22,31,218,86,102,201
0,Cameron et al. 2011,30,Bombus impatiens,52,136,39,6964,255,-90,345,-28,141,143,-35,621,74,22,31,218,86,102,201
27,Cameron et al. 2011,30,Bombus bifarius,28,181,43,7812,237,-175,412,123,62,128,-71,597,70,31,21,193,118,167,134
0,Cameron et al. 2011,30,Bombus impatiens,28,181,43,7812,237,-175,412,123,62,128,-71,597,70,31,21,193,118,167,134
36,Cameron et al. 2011,15,Bombus bifarius,76,135,37,7897,288,-73,361,-20,173,177,-25,353,49,15,36,134,48,57,119
0,Cameron et al. 2011,15,Bombus impatiens,76,135,37,7897,288,-73,361,-20,173,177,-25,353,49,15,36,134,48,57,119
9,Cameron et al. 2011,30,Bombus bifarius,35,158,42,7481,239,-133,372,110,-57,133,-57,457,56,23,30,156,73,154,73
0,Cameron et al. 2011,30,Bombus impatiens,35,158,42,7481,239,-133,372,110,-57,133,-57,457,56,23,30,156,73,154,73
5,Cameron et al. 2011,30,Bombus bifarius,99,79,41,4007,208,19,189,54,150,150,49,615,93,19,49,269,71,71,239
0,Cameron et al. 2011,30,Bombus impatiens,99,79,41,4007,208,19,189,54,150,150,49,615,93,19,49,269,71,71,239
0,Cameron et al. 2011,15,Bombus bifarius,41,155,40,7729,245,-137,382,137,71,142,-55,379,53,18,27,131,68,113,86
0,Cameron et al. 2011,15,Bombus impatiens,41,155,40,7729,245,-137,382,137,71,142,-55,379,53,18,27,131,68,113,86
0,Cameron et al. 2011,30,Bombus bifarius,86,104,40,5356,240,-15,255,27,155,157,22,2130,340,25,62,985,142,145,928
0,Cameron et al. 2011,30,Bombus impatiens,86,104,40,5356,240,-15,255,27,155,157,22,2130,340,25,62,985,142,145,928
39,Cameron et al. 2011,30,Bombus bifarius,50,121,34,7783,253,-98,351,-42,145,151,-48,793,105,34,35,308,120,136,274
0,Cameron et al. 2011,30,Bombus impatiens,50,121,34,7783,253,-98,351,-42,145,151,-48,793,105,34,35,308,120,136,274
0,Cameron et al. 2011,30,Bombus bifarius,77,86,39,4687,206,-12,218,25,138,139,22,1466,248,30,62,692,112,129,641
0,Cameron et al. 2011,30,Bombus impatiens,77,86,39,4687,206,-12,218,25,138,139,22,1466,248,30,62,692,112,129,641
0,Cameron et al. 2011,30,Bombus bifarius,62,137,46,6060,216,-80,296,133,52,141,-14,644,138,18,69,333,84,310,115
0,Cameron et al. 2011,30,Bombus impatiens,62,137,46,6060,216,-80,296,133,52,141,-14,644,138,18,69,333,84,310,115
3,Cameron et al. 2011,15,Bombus bifarius,9,135,36,7837,215,-150,365,36,-83,116,-83,518,67,29,30,193,89,141,89
0,Cameron et al. 2011,15,Bombus impatiens,9,135,36,7837,215,-150,365,36,-83,116,-83,518,67,29,30,193,89,141,89
0,Cameron et al. 2011,30,Bombus bifarius,86,157,46,6256,286,-51,337,15,168,169,12,697,116,8,65,333,43,44,315
0,Cameron et al. 2011,30,Bombus impatiens,86,157,46,6256,286,-51,337,15,168,169,12,697,116,8,65,333,43,44,315
0,Cameron et al. 2011,30,Bombus bifarius,95,166,44,7492,293,-83,376,184,47,193,0,407,71,20,53,187,68,167,71
0,Cameron et al. 2011,30,Bombus impatiens,95,166,44,7492,293,-83,376,184,47,193,0,407,71,20,53,187,68,167,71
0,Cameron et al. 2011,30,Bombus bifarius,96,96,40,5025,232,-5,237,38,160,160,33,1563,223,46,47,656,164,164,591
0,Cameron et al. 2011,30,Bombus impatiens,96,96,40,5025,232,-5,237,38,160,160,33,1563,223,46,47,656,164,164,591
0,Cameron et al. 2011,30,Bombus bifarius,28,99,34,6648,195,-96,291,-47,115,115,-53,1371,227,37,58,646,134,134,592
0,Cameron et al. 2011,30,Bombus impatiens,28,99,34,6648,195,-96,291,-47,115,115,-53,1371,227,37,58,646,134,134,592
54,Cameron et al. 2011,30,Bombus bifarius,29,106,33,7341,212,-109,321,-56,124,124,-62,895,150,21,58,424,90,92,389
0,Cameron et al. 2011,30,Bombus impatiens,29,106,33,7341,212,-109,321,-56,124,124,-62,895,150,21,58,424,90,92,389
34,Cameron et al. 2011,30,Bombus bifarius,56,139,44,6006,246,-66,312,-8,135,137,-14,1178,203,14,66,576,75,75,526
0,Cameron et al. 2011,30,Bombus impatiens,56,139,44,6006,246,-66,312,-8,135,137,-14,1178,203,14,66,576,75,75,526
0,Cameron et al. 2011,30,Bombus bifarius,51,178,42,7813,284,-132,416,-36,150,154,-47,335,40,16,27,105,54,66,94
0,Cameron et al. 2011,30,Bombus impatiens,51,178,42,7813,284,-132,416,-36,150,154,-47,335,40,16,27,105,54,66,94
12,Cameron et al. 2011,60,Bombus bifarius,16,150,35,9209,248,-171,419,-89,128,134,-102,645,70,40,21,199,121,147,194
0,Cameron et al. 2011,60,Bombus impatiens,16,150,35,9209,248,-171,419,-89,128,134,-102,645,70,40,21,199,121,147,194
53,Cameron et al. 2011,20,Bombus bifarius,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
0,Cameron et al. 2011,20,Bombus impatiens,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
13,Cameron et al. 2011,15,Bombus bifarius,39,128,38,6819,237,-98,335,-38,127,128,-45,761,106,20,43,305,84,97,286
0,Cameron et al. 2011,15,Bombus impatiens,39,128,38,6819,237,-98,335,-38,127,128,-45,761,106,20,43,305,84,97,286
7,Cameron et al. 2011,50,Bombus bifarius,27,144,37,8032,243,-142,385,-58,93,133,-71,513,52,32,17,149,100,113,147
0,Cameron et al. 2011,50,Bombus impatiens,27,144,37,8032,243,-142,385,-58,93,133,-71,513,52,32,17,149,100,113,147
78,Cameron et al. 2011,60,Bombus bifarius,27,144,37,8032,243,-142,385,-58,93,133,-71,513,52,32,17,149,100,113,147
0,Cameron et al. 2011,60,Bombus impatiens,27,144,37,8032,243,-142,385,-58,93,133,-71,513,52,32,17,149,100,113,147
0,Cameron et al. 2011,15,Bombus bifarius,71,133,45,5975,222,-70,292,139,62,147,-5,625,138,14,71,329,74,306,114
0,Cameron et al. 2011,15,Bombus impatiens,71,133,45,5975,222,-70,292,139,62,147,-5,625,138,14,71,329,74,306,114
0,Cameron et al. 2011,45,Bombus bifarius,74,134,45,6050,227,-69,296,143,66,152,-2,610,135,13,72,322,71,300,111
0,Cameron et al. 2011,45,Bombus impatiens,74,134,45,6050,227,-69,296,143,66,152,-2,610,135,13,72,322,71,300,111
0,Cameron et al. 2011,15,Bombus bifarius,80,136,45,6130,234,-65,299,150,72,159,2,587,128,13,72,310,68,287,107
0,Cameron et al. 2011,15,Bombus impatiens,80,136,45,6130,234,-65,299,150,72,159,2,587,128,13,72,310,68,287,107
4,Cameron et al. 2011,30,Bombus bifarius,57,142,37,7968,270,-111,381,93,-41,163,-41,454,73,16,46,184,57,148,57
0,Cameron et al. 2011,30,Bombus impatiens,57,142,37,7968,270,-111,381,93,-41,163,-41,454,73,16,46,184,57,148,57
24,Cameron et al. 2011,30,Bombus bifarius,60,156,41,7506,279,-99,378,96,16,159,-34,394,51,24,26,129,78,105,94
0,Cameron et al. 2011,30,Bombus impatiens,60,156,41,7506,279,-99,378,96,16,159,-34,394,51,24,26,129,78,105,94
16,Cameron et al. 2011,15,Bombus bifarius,39,149,40,7437,252,-119,371,-47,132,135,-57,515,66,20,31,185,76,94,173
0,Cameron et al. 2011,15,Bombus impatiens,39,149,40,7437,252,-119,371,-47,132,135,-57,515,66,20,31,185,76,94,173
9,Cameron et al. 2011,30,Bombus bifarius,24,140,36,8149,235,-146,381,54,-74,135,-74,481,67,25,36,190,75,137,75
0,Cameron et al. 2011,30,Bombus impatiens,24,140,36,8149,235,-146,381,54,-74,135,-74,481,67,25,36,190,75,137,75
0,Cameron et al. 2011,20,Bombus bifarius,72,137,43,6064,261,-52,313,5,153,153,0,1331,225,19,64,640,93,93,584
0,Cameron et al. 2011,20,Bombus impatiens,72,137,43,6064,261,-52,313,5,153,153,0,1331,225,19,64,640,93,93,584
40,Cameron et al. 2011,60,Bombus bifarius,20,148,40,7430,217,-147,364,114,46,118,-70,498,63,23,24,158,89,138,124
0,Cameron et al. 2011,60,Bombus impatiens,20,148,40,7430,217,-147,364,114,46,118,-70,498,63,23,24,158,89,138,124
20,Cameron et al. 2011,30,Bombus bifarius,18,172,41,8397,230,-188,418,119,-90,126,-90,355,60,15,47,151,51,148,51
0,Cameron et al. 2011,30,Bombus impatiens,18,172,41,8397,230,-188,418,119,-90,126,-90,355,60,15,47,151,51,148,51
44,Cameron et al. 2011,20,Bombus bifarius,38,152,40,7682,239,-137,376,134,67,139,-57,399,55,18,27,137,70,117,93
0,Cameron et al. 2011,20,Bombus impatiens,38,152,40,7682,239,-137,376,134,67,139,-57,399,55,18,27,137,70,117,93
36,Cameron et al. 2011,30,Bombus bifarius,98,80,41,4052,209,18,191,53,150,150,48,669,102,21,49,291,78,78,258
0,Cameron et al. 2011,30,Bombus impatiens,98,80,41,4052,209,18,191,53,150,150,48,669,102,21,49,291,78,78,258
0,Cameron et al. 2011,60,Bombus bifarius,93,106,44,4873,238,-2,240,39,157,158,36,1740,279,29,62,817,125,143,757
0,Cameron et al. 2011,60,Bombus impatiens,93,106,44,4873,238,-2,240,39,157,158,36,1740,279,29,62,817,125,143,757
22,Cameron et al. 2011,40,Bombus bifarius,50,141,44,6068,242,-75,317,-15,129,131,-22,1195,206,16,67,589,79,79,540
0,Cameron et al. 2011,40,Bombus impatiens,50,141,44,6068,242,-75,317,-15,129,131,-22,1195,206,16,67,589,79,79,540
25,Cameron et al. 2011,30,Bombus bifarius,51,153,42,7225,251,-108,359,124,-36,147,-36,411,57,15,43,160,48,154,48
0,Cameron et al. 2011,30,Bombus impatiens,51,153,42,7225,251,-108,359,124,-36,147,-36,411,57,15,43,160,48,154,48
0,Cameron et al. 2011,20,Bombus bifarius,31,112,34,7333,213,-111,324,-56,125,125,-62,965,162,30,56,455,108,108,417
0,Cameron et al. 2011,20,Bombus impatiens,31,112,34,7333,213,-111,324,-56,125,125,-62,965,162,30,56,455,108,108,417
52,Cameron et al. 2011,30,Bombus bifarius,19,154,42,7272,216,-147,363,0,28,115,-69,588,61,36,18,174,122,168,124
0,Cameron et al. 2011,30,Bombus impatiens,19,154,42,7272,216,-147,363,0,28,115,-69,588,61,36,18,174,122,168,124
9,Cameron et al. 2011,25,Bombus bifarius,41,156,40,7717,245,-137,382,137,72,142,-55,380,53,18,28,132,68,113,86
0,Cameron et al. 2011,25,Bombus impatiens,41,156,40,7717,245,-137,382,137,72,142,-55,380,53,18,28,132,68,113,86
0,Cameron et al. 2011,30,Bombus bifarius,37,132,36,7812,241,-125,366,-53,131,139,-62,683,78,42,20,203,142,167,191
0,Cameron et al. 2011,30,Bombus impatiens,37,132,36,7812,241,-125,366,-53,131,139,-62,683,78,42,20,203,142,167,191
14,Cameron et al. 2011,30,Bombus bifarius,33,153,37,8912,259,-154,413,74,-78,151,-78,317,47,18,31,118,61,79,61
0,Cameron et al. 2011,30,Bombus impatiens,33,153,37,8912,259,-154,413,74,-78,151,-78,317,47,18,31,118,61,79,61
0,Cameron et al. 2011,90,Bombus bifarius,82,165,39,8874,311,-111,422,123,-27,200,-27,322,60,8,62,152,26,117,26
0,Cameron et al. 2011,90,Bombus impatiens,82,165,39,8874,311,-111,422,123,-27,200,-27,322,60,8,62,152,26,117,26
0,Cameron et al. 2011,30,Bombus bifarius,91,113,43,5217,246,-14,260,32,159,159,28,1852,287,32,57,846,155,155,778
0,Cameron et al. 2011,30,Bombus impatiens,91,113,43,5217,246,-14,260,32,159,159,28,1852,287,32,57,846,155,155,778
3,Cameron et al. 2011,30,Bombus bifarius,15,104,33,7029,189,-119,308,-65,106,106,-71,1028,166,34,52,467,123,123,429
0,Cameron et al. 2011,30,Bombus impatiens,15,104,33,7029,189,-119,308,-65,106,106,-71,1028,166,34,52,467,123,123,429
0,Cameron et al. 2011,30,Bombus bifarius,63,142,44,6111,253,-65,318,-4,144,144,-9,865,152,10,63,415,59,59,374
0,Cameron et al. 2011,30,Bombus impatiens,63,142,44,6111,253,-65,318,-4,144,144,-9,865,152,10,63,415,59,59,374
24,Cameron et al. 2011,20,Bombus bifarius,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
0,Cameron et al. 2011,20,Bombus impatiens,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
40,Cameron et al. 2011,30,Bombus bifarius,25,129,36,7677,222,-128,350,-59,128,128,-66,900,109,39,34,312,124,124,306
0,Cameron et al. 2011,30,Bombus impatiens,25,129,36,7677,222,-128,350,-59,128,128,-66,900,109,39,34,312,124,124,306
1,Cameron et al. 2011,15,Bombus bifarius,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
0,Cameron et al. 2011,15,Bombus impatiens,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
4,Cameron et al. 2011,30,Bombus bifarius,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
0,Cameron et al. 2011,30,Bombus impatiens,16,125,36,7553,210,-132,342,-66,118,118,-71,932,114,42,34,323,132,132,316
11,Cameron et al. 2011,30,Bombus bifarius,40,116,34,7487,240,-100,340,-45,135,138,-52,876,119,32,39,349,117,136,319
0,Cameron et al. 2011,30,Bombus impatiens,40,116,34,7487,240,-100,340,-45,135,138,-52,876,119,32,39,349,117,136,319
2,Cameron et al. 2011,60,Bombus bifarius,4,156,37,8835,233,-181,414,-95,74,118,-108,625,67,40,17,186,128,151,180
0,Cameron et al. 2011,60,Bombus impatiens,4,156,37,8835,233,-181,414,-95,74,118,-108,625,67,40,17,186,128,151,180
0,Cameron et al. 2011,15,Bombus bifarius,32,156,37,9097,263,-157,420,-85,142,148,-85,586,71,30,27,196,97,116,196
0,Cameron et al. 2011,15,Bombus impatiens,32,156,37,9097,263,-157,420,-85,142,148,-85,586,71,30,27,196,97,116,196
17,Cameron et al. 2011,30,Bombus bifarius,6,104,33,7125,181,-131,312,-76,97,98,-82,822,126,34,44,351,118,120,323
0,Cameron et al. 2011,30,Bombus impatiens,6,104,33,7125,181,-131,312,-76,97,98,-82,822,126,34,44,351,118,120,323
0,Cameron et al. 2011,15,Bombus bifarius,83,112,32,7978,284,-61,345,-11,183,187,-17,437,59,16,39,174,56,68,158
0,Cameron et al. 2011,15,Bombus impatiens,83,112,32,7978,284,-61,345,-11,183,187,-17,437,59,16,39,174,56,68,158
20,Cameron et al. 2011,30,Bombus bifarius,5,151,36,9008,233,-180,413,-96,115,121,-110,669,74,41,21,209,126,150,204
0,Cameron et al. 2011,30,Bombus impatiens,5,151,36,9008,233,-180,413,-96,115,121,-110,669,74,41,21,209,126,150,204
1,Cameron et al. 2011,60,Bombus bifarius,26,129,37,7600,216,-132,348,122,53,127,-65,520,63,23,23,164,88,141,132
0,Cameron et al. 2011,60,Bombus impatiens,26,129,37,7600,216,-132,348,122,53,127,-65,520,63,23,23,164,88,141,132
19,Cameron et al. 2011,40,Bombus bifarius,35,130,36,7714,226,-127,353,131,64,137,-58,477,59,21,25,154,80,132,118
0,Cameron et al. 2011,40,Bombus impatiens,35,130,36,7714,226,-127,353,131,64,137,-58,477,59,21,25,154,80,132,118
21,Cameron et al. 2011,60,Bombus bifarius,51,133,36,8025,248,-118,366,151,83,157,-47,397,52,18,26,134,68,114,92
0,Cameron et al. 2011,60,Bombus impatiens,51,133,36,8025,248,-118,366,151,83,157,-47,397,52,18,26,134,68,114,92
36,Cameron et al. 2011,40,Bombus bifarius,51,133,36,8025,248,-118,366,151,83,157,-47,397,52,18,26,134,68,114,92
0,Cameron et al. 2011,40,Bombus impatiens,51,133,36,8025,248,-118,366,151,83,157,-47,397,52,18,26,134,68,114,92
12,Cameron et al. 2011,65,Bombus bifarius,35,130,36,7714,226,-127,353,131,64,137,-58,477,59,21,25,154,80,132,118
0,Cameron et al. 2011,65,Bombus impatiens,35,130,36,7714,226,-127,353,131,64,137,-58,477,59,21,25,154,80,132,118
0,Cameron et al. 2011,10,Bombus bifarius,52,132,38,6942,254,-87,341,-26,141,143,-34,733,105,19,43,295,79,94,278
0,Cameron et al. 2011,10,Bombus impatiens,52,132,38,6942,254,-87,341,-26,141,143,-34,733,105,19,43,295,79,94,278
6,Cameron et al. 2011,30,Bombus bifarius,31,151,40,7474,244,-130,374,-45,129,131,-57,512,55,25,24,155,82,95,151
0,Cameron et al. 2011,30,Bombus impatiens,31,151,40,7474,244,-130,374,-45,129,131,-57,512,55,25,24,155,82,95,151
131,Cameron et al. 2011,60,Bombus bifarius,31,151,40,7474,244,-130,374,-45,129,131,-57,512,55,25,24,155,82,95,151
0,Cameron et al. 2011,60,Bombus impatiens,31,151,40,7474,244,-130,374,-45,129,131,-57,512,55,25,24,155,82,95,151
47,Cameron et al. 2011,70,Bombus bifarius,31,151,40,7474,244,-130,374,-45,129,131,-57,512,55,25,24,155,82,95,151
0,Cameron et al. 2011,70,Bombus impatiens,31,151,40,7474,244,-130,374,-45,129,131,-57,512,55,25,24,155,82,95,151
25,Cameron et al. 2011,60,Bombus bifarius,9,146,40,7187,216,-144,360,-60,105,106,-73,591,63,32,21,178,103,114,175
0,Cameron et al. 2011,60,Bombus impatiens,9,146,40,7187,216,-144,360,-60,105,106,-73,591,63,32,21,178,103,114,175
5,Cameron et al. 2011,30,Bombus bifarius,16,148,40,7280,224,-141,365,-56,112,113,-69,563,60,30,22,171,96,107,167
0,Cameron et al. 2011,30,Bombus impatiens,16,148,40,7280,224,-141,365,-56,112,113,-69,563,60,30,22,171,96,107,167
0,Cameron et al. 2011,30,Bombus bifarius,97,80,41,4024,207,15,192,52,148,148,47,603,86,21,45,256,76,76,229
0,Cameron et al. 2011,30,Bombus impatiens,97,80,41,4024,207,15,192,52,148,148,47,603,86,21,45,256,76,76,229
29,Cameron et al. 2011,30,Bombus bifarius,48,126,34,7879,254,-108,362,-43,143,151,-52,726,81,42,22,234,141,164,216
0,Cameron et al. 2011,30,Bombus impatiens,48,126,34,7879,254,-108,362,-43,143,151,-52,726,81,42,22,234,141,164,216
25,Cameron et al. 2011,120,Bombus bifarius,52,129,34,8564,259,-118,377,88,-52,167,-52,567,91,20,50,245,69,206,69
0,Cameron et al. 2011,120,Bombus impatiens,52,129,34,8564,259,-118,377,88,-52,167,-52,567,91,20,50,245,69,206,69
0,Cameron et al. 2011,30,Bombus bifarius,69,96,37,5646,220,-36,256,5,143,143,1,2060,313,46,54,918,188,203,843
0,Cameron et al. 2011,30,Bombus impatiens,69,96,37,5646,220,-36,256,5,143,143,1,2060,313,46,54,918,188,203,843
2,Cameron et al. 2011,30,Bombus bifarius,65,135,48,5195,236,-45,281,11,134,135,6,1181,207,10,70,587,59,69,539
0,Cameron et al. 2011,30,Bombus impatiens,65,135,48,5195,236,-45,281,11,134,135,6,1181,207,10,70,587,59,69,539
0,Cameron et al. 2011,60,Bombus bifarius,65,135,48,5195,236,-45,281,11,134,135,6,1181,207,10,70,587,59,69,539
0,Cameron et al. 2011,60,Bombus impatiens,65,135,48,5195,236,-45,281,11,134,135,6,1181,207,10,70,587,59,69,539
5,Cameron et al. 2011,30,Bombus bifarius,28,168,42,7492,252,-144,396,-51,125,127,-63,445,51,22,25,145,72,85,135
0,Cameron et al. 2011,30,Bombus impatiens,28,168,42,7492,252,-144,396,-51,125,127,-63,445,51,22,25,145,72,85,135
12,Cameron et al. 2011,30,Bombus bifarius,18,164,42,7395,238,-150,388,-58,114,116,-71,490,57,24,26,162,79,93,152
0,Cameron et al. 2011,30,Bombus impatiens,18,164,42,7395,238,-150,388,-58,114,116,-71,490,57,24,26,162,79,93,152
0,Cameron et al. 2011,30,Bombus bifarius,84,148,46,6429,249,-70,319,159,76,168,3,529,113,15,70,280,68,261,88
0,Cameron et al. 2011,30,Bombus impatiens,84,148,46,6429,249,-70,319,159,76,168,3,529,113,15,70,280,68,261,88
17,Cameron et al. 2011,30,Bombus bifarius,55,139,43,6278,246,-75,321,-13,138,138,-19,807,140,11,63,386,58,58,350
0,Cameron et al. 2011,30,Bombus impatiens,55,139,43,6278,246,-75,321,-13,138,138,-19,807,140,11,63,386,58,58,350
58,Cameron et al. 2011,60,Bombus bifarius,55,139,43,6278,246,-75,321,-13,138,138,-19,807,140,11,63,386,58,58,350
0,Cameron et al. 2011,60,Bombus impatiens,55,139,43,6278,246,-75,321,-13,138,138,-19,807,140,11,63,386,58,58,350
0,Cameron et al. 2011,30,Bombus bifarius,112,149,48,5631,304,-3,307,48,187,187,46,1295,239,7,79,683,41,41,634
0,Cameron et al. 2011,30,Bombus impatiens,112,149,48,5631,304,-3,307,48,187,187,46,1295,239,7,79,683,41,41,634
12,Cameron et al. 2011,80,Bombus bifarius,77,153,42,7104,287,-74,361,-3,169,171,-10,396,53,10,41,152,40,52,145
0,Cameron et al. 2011,80,Bombus impatiens,77,153,42,7104,287,-74,361,-3,169,171,-10,396,53,10,41,152,40,52,145
4,Cameron et al. 2011,30,Bombus bifarius,41,126,37,6843,238,-95,333,-35,130,130,-43,778,112,19,45,318,82,96,299
0,Cameron et al. 2011,30,Bombus impatiens,41,126,37,6843,238,-95,333,-35,130,130,-43,778,112,19,45,318,82,96,299
